item,ABC_group,XYZ_group
sku13902,C,Z
sku25000,C,Z
sku25173,C,X
sku2263,C,Z
sku28964,C,X
sku5409,C,Z
sku18846,C,Z
sku8902,C,Z
sku27461,C,X
sku22909,C,Z
sku8721,C,Z
sku21744,C,Z
sku10850,C,Z
sku6860,C,Z
sku29498,C,X
sku20387,C,Z
sku12470,C,X
sku10595,C,Z
sku29118,C,X
sku23617,C,Z
sku30275,C,X
sku27647,C,X
sku9525,C,X
sku17152,C,Z
sku26906,C,X
sku23942,C,X
sku10810,C,X
sku27817,C,X
sku26776,C,X
sku13596,C,X
sku4850,C,X
sku13017,C,Z
sku9221,C,Z
sku3061,C,Z
sku8126,C,X
sku8145,C,X
sku16891,C,Z
sku23779,C,Z
sku8163,C,Z
sku24748,C,Z
sku30519,C,Z
sku19395,C,Z
sku25497,C,Z
sku10753,C,X
sku24215,C,X
sku15762,C,X
sku24981,C,Z
sku14530,C,Z
sku27169,C,Z
sku8140,C,X
sku4551,C,X
sku23693,C,X
sku8947,C,X
sku11315,C,Z
sku12627,C,Z
sku18615,C,Y
sku29874,C,X
sku18418,C,X
sku3519,C,Z
sku22231,C,Z
sku21854,C,Z
sku23552,C,Z
sku10745,C,X
sku10370,C,X
sku14278,C,Z
sku5342,C,X
sku8188,C,Z
sku22424,C,Z
sku18601,C,Z
sku23674,C,Y
sku17670,C,Z
sku14731,C,Z
sku24433,C,Z
sku6121,C,Z
sku9962,C,Z
sku18400,C,Y
sku2529,C,Y
sku830,C,Z
sku11214,C,Z
sku28693,C,X
sku26304,C,Z
sku3066,C,Z
sku23870,C,Z
sku19678,C,X
sku1966,C,X
sku4569,C,X
sku16361,C,X
sku13765,C,X
sku23588,C,X
sku2752,C,X
sku10682,C,X
sku7479,C,Y
sku13207,C,X
sku16819,C,Z
sku29494,C,Z
sku14504,C,Z
sku11985,C,Z
sku30090,C,X
sku5453,C,Z
sku24224,C,Z
sku18913,C,Z
sku11987,C,X
sku9773,C,X
sku26309,C,X
sku1532,C,X
sku16267,C,X
sku7259,C,Z
sku11641,C,X
sku20900,C,Z
sku18051,C,X
sku22112,C,Z
sku8215,C,Z
sku15781,C,Z
sku9477,C,Z
sku29860,C,X
sku25298,C,Z
sku14863,C,Z
sku3070,C,Y
sku22681,C,Z
sku5418,C,Z
sku20936,C,X
sku25411,C,X
sku29578,C,Z
sku25635,C,Z
sku4632,C,X
sku19134,C,Z
sku33,C,Z
sku17673,C,Z
sku1868,C,Y
sku21236,C,X
sku18071,C,Z
sku6291,C,Z
sku4496,C,Z
sku18468,C,Z
sku1430,C,Z
sku29270,C,X
sku20034,C,Z
sku13267,C,Z
sku1333,C,Z
sku8227,C,X
sku20773,C,X
sku7682,C,X
sku18983,C,X
sku8798,C,X
sku10870,C,Z
sku23303,C,X
sku9860,C,X
sku1087,C,X
sku21750,C,Z
sku5944,C,Z
sku19080,C,Z
sku7870,C,X
sku26782,C,X
sku9257,C,Z
sku22880,C,Z
sku2394,C,X
sku19158,C,Z
sku15945,C,Z
sku15997,C,X
sku3731,C,X
sku11907,C,Z
sku143,C,X
sku22948,C,Z
sku17082,C,X
sku1876,C,Z
sku5082,C,X
sku22840,C,Z
sku29312,C,Z
sku21362,C,Z
sku3775,C,Z
sku12749,C,Z
sku15391,C,Z
sku25058,C,Z
sku19645,C,X
sku29219,C,X
sku17462,C,Z
sku13937,C,X
sku27028,C,X
sku4116,C,Z
sku19685,C,Z
sku14986,C,Z
sku14946,C,X
sku5640,C,X
sku17705,C,X
sku3034,C,Z
sku21607,C,Z
sku6021,C,Z
sku9107,C,Z
sku9167,C,X
sku12206,C,Y
sku19043,C,Z
sku21332,C,Z
sku24643,C,Z
sku14663,C,X
sku17906,C,Z
sku2517,C,X
sku19716,C,Z
sku803,C,Z
sku3974,C,Z
sku28093,C,Z
sku30074,C,Z
sku27443,C,X
sku6705,C,X
sku5090,C,Z
sku18523,C,Z
sku18392,C,Z
sku26348,C,Z
sku10169,C,X
sku17413,C,X
sku15743,C,Z
sku25013,C,Y
sku3275,C,X
sku6257,C,Z
sku10135,C,X
sku10919,C,Z
sku644,C,X
sku11966,C,Z
sku6583,C,X
sku29539,C,Z
sku19641,C,Z
sku15233,C,Z
sku24146,C,Z
sku1062,C,Z
sku806,C,Z
sku9453,C,Z
sku1737,C,Z
sku7309,C,Z
sku1471,C,Z
sku9189,C,X
sku19761,C,X
sku17113,C,X
sku2519,C,Z
sku24305,C,X
sku23439,C,Z
sku3560,C,Z
sku2927,C,Z
sku4,C,X
sku13753,C,Z
sku30564,C,Z
sku17575,C,Z
sku22232,C,Z
sku13662,C,X
sku24729,C,Z
sku7211,C,Z
sku21852,C,Z
sku28594,C,Z
sku4563,C,Z
sku10656,C,Z
sku3300,C,X
sku7745,C,X
sku2029,C,X
sku22005,C,X
sku24094,C,X
sku28338,C,Z
sku28290,C,X
sku28738,C,Z
sku15908,C,Z
sku27724,C,Z
sku6899,C,X
sku11488,C,X
sku5823,C,Z
sku27599,C,Z
sku3072,C,Z
sku12337,C,X
sku20634,C,Z
sku11324,C,X
sku21863,C,X
sku15544,C,Z
sku18072,C,Z
sku5066,C,Z
sku18946,C,Z
sku26066,C,Z
sku25974,C,Z
sku4961,C,Z
sku25643,C,Z
sku20337,C,X
sku25016,C,X
sku6649,C,Z
sku29798,C,Z
sku27719,C,X
sku16344,C,Z
sku3406,C,Z
sku6902,C,X
sku24029,C,Z
sku14819,C,Y
sku5965,C,Z
sku26156,C,Z
sku2208,C,X
sku4928,C,Z
sku12279,C,X
sku18118,C,Y
sku21924,C,Z
sku8976,C,Z
sku16590,C,X
sku22709,C,Z
sku7147,C,Z
sku26599,C,Z
sku11629,C,X
sku6168,C,X
sku18897,C,Z
sku8959,C,Z
sku12867,C,Z
sku22296,C,Z
sku19871,C,X
sku10771,C,Z
sku8903,C,Z
sku9112,C,X
sku29848,C,Z
sku1782,C,Z
sku2269,C,X
sku10913,C,Z
sku17981,C,Z
sku3077,C,Z
sku30215,C,X
sku21482,C,Z
sku21814,C,Z
sku2123,C,Z
sku23886,C,Z
sku8769,C,Y
sku18137,C,Z
sku5307,C,Z
sku22382,C,X
sku601,C,Y
sku13028,C,Z
sku17874,C,Z
sku5291,C,X
sku30408,C,Z
sku4637,C,X
sku30307,C,X
sku17737,C,Z
sku17458,C,Z
sku8685,C,X
sku11172,C,Z
sku21079,C,Z
sku12575,C,Z
sku977,C,Z
sku23507,C,Z
sku26140,C,Z
sku21026,C,X
sku27013,C,Z
sku14574,C,Z
sku19548,C,Z
sku17023,C,Z
sku19717,C,X
sku22732,C,Y
sku14441,C,X
sku12942,C,Z
sku5358,C,Z
sku19133,C,X
sku5208,C,X
sku13529,C,Z
sku19469,C,X
sku18670,C,X
sku26042,C,X
sku30239,C,X
sku1029,C,Z
sku14388,C,Z
sku15651,C,Z
sku29086,C,X
sku7557,C,X
sku5065,C,Z
sku2640,C,Z
sku3312,C,Z
sku27532,C,X
sku8340,C,Y
sku28972,C,X
sku28202,C,Z
sku16808,C,X
sku11840,C,Z
sku19373,C,X
sku12535,C,Z
sku18237,C,Z
sku5658,C,X
sku26017,C,Y
sku17316,C,Z
sku5443,C,Z
sku18979,C,X
sku16143,C,X
sku452,C,X
sku7401,C,X
sku8871,C,Z
sku2759,C,X
sku5114,C,Z
sku5619,C,Z
sku18229,C,Z
sku23059,C,Z
sku9020,C,X
sku20654,C,X
sku24084,C,Z
sku13606,C,Z
sku2814,C,X
sku13249,C,Z
sku18596,C,Z
sku27207,C,Z
sku12978,C,Z
sku12772,C,Z
sku21094,C,X
sku21720,C,Z
sku27080,C,X
sku5876,C,X
sku4554,C,X
sku19180,C,Z
sku19403,C,Z
sku10922,C,Z
sku13608,C,Z
sku12635,C,Z
sku1319,C,Z
sku17660,C,Z
sku12381,C,Z
sku18038,C,Z
sku3434,C,X
sku19452,C,X
sku21049,C,Z
sku19614,C,Z
sku25750,C,Z
sku13474,C,Z
sku26843,C,X
sku13402,C,Z
sku8051,C,Z
sku1106,C,Z
sku25212,C,Z
sku461,C,Z
sku6805,C,Z
sku30315,C,X
sku22922,C,Z
sku20300,C,Y
sku24646,C,Z
sku7917,C,Z
sku23456,C,Z
sku1459,C,Z
sku25791,C,X
sku21712,C,X
sku12843,C,X
sku6736,C,X
sku24771,C,Z
sku10720,C,X
sku13528,C,X
sku21671,C,X
sku27889,C,Z
sku11213,C,Z
sku18308,C,Z
sku2242,C,X
sku29266,C,Z
sku25463,C,Z
sku1487,C,Z
sku27296,C,X
sku26526,C,Z
sku22836,C,Z
sku15685,C,Z
sku18874,C,X
sku1795,C,Z
sku19353,C,Z
sku24347,C,Z
sku22786,C,X
sku24613,C,Z
sku14269,C,X
sku29823,C,X
sku20150,C,X
sku1491,C,Z
sku22612,C,Z
sku26137,C,Z
sku3418,C,Z
sku3447,C,Z
sku9360,C,X
sku8747,C,X
sku2311,C,Z
sku22686,C,X
sku19399,C,X
sku13371,C,X
sku27064,C,Z
sku19205,C,Z
sku19001,C,Z
sku24775,C,X
sku3659,C,Z
sku15192,C,Z
sku26551,C,Z
sku11350,C,Z
sku24456,C,Z
sku15172,C,Z
sku6870,C,Z
sku2418,C,Z
sku23300,C,Y
sku22241,C,Z
sku6877,C,Z
sku396,C,Z
sku9824,C,X
sku9197,C,X
sku7607,C,Z
sku24809,C,Y
sku619,C,Z
sku23232,C,X
sku1957,C,Z
sku16999,C,Z
sku8409,C,X
sku19945,C,Y
sku24113,C,Z
sku3586,C,Z
sku26491,C,X
sku22386,C,Z
sku9,C,X
sku18299,C,Z
sku15454,C,Z
sku28714,C,X
sku13201,C,Z
sku1325,C,X
sku21015,C,Y
sku14874,C,Z
sku23024,C,Z
sku9932,C,X
sku28330,C,Z
sku27458,C,X
sku9594,C,Y
sku6957,C,Z
sku1256,C,Z
sku10483,C,Z
sku21935,C,Z
sku13948,C,X
sku7638,C,Y
sku13360,C,X
sku26088,C,Z
sku19834,C,Z
sku23170,C,Y
sku9190,C,Z
sku30584,C,Z
sku12801,C,Z
sku3508,C,Z
sku10603,C,X
sku21774,C,X
sku1818,C,Z
sku28889,C,Z
sku26327,C,X
sku1631,C,X
sku17926,C,X
sku24749,C,Z
sku30071,C,Z
sku26832,C,X
sku5863,C,X
sku2367,C,Z
sku6321,C,Z
sku8176,C,Z
sku10501,C,Z
sku24961,C,Z
sku1025,C,Z
sku23493,C,Z
sku1059,C,Z
sku18253,C,Y
sku29824,C,Z
sku30563,C,Y
sku3642,C,X
sku8973,C,X
sku13943,C,X
sku29794,C,X
sku11455,C,X
sku12130,C,X
sku171,C,X
sku6889,C,X
sku25076,C,X
sku15421,C,X
sku30403,C,X
sku2,C,Z
sku9149,C,Z
sku12195,C,X
sku4975,C,Z
sku11129,C,Z
sku8371,C,Z
sku14771,C,Z
sku4979,C,Z
sku4756,C,X
sku14753,C,Z
sku14353,C,X
sku6517,C,X
sku8645,C,Z
sku28050,C,Z
sku27171,C,X
sku13798,C,Z
sku24471,C,Z
sku7603,C,Z
sku7157,C,Z
sku3196,C,Z
sku17367,C,X
sku25522,C,Z
sku27504,C,X
sku14900,C,Y
sku29088,C,X
sku3074,C,Z
sku6100,C,Z
sku28710,C,Y
sku1574,C,Z
sku25399,C,Z
sku13491,C,X
sku14010,C,Z
sku9413,C,Z
sku13969,C,Z
sku29027,C,X
sku22615,C,Z
sku29467,C,X
sku12934,C,X
sku30527,C,X
sku24346,C,X
sku11212,C,X
sku12876,C,Z
sku24157,C,Z
sku27223,C,Z
sku15060,C,Z
sku12826,C,Z
sku28790,C,Z
sku6364,C,Z
sku6053,C,X
sku13741,C,X
sku10537,C,Z
sku2815,C,Z
sku16675,C,X
sku17374,C,Z
sku17480,C,Z
sku27788,C,X
sku20956,C,X
sku26995,C,X
sku23166,C,Z
sku5253,C,Z
sku8737,C,X
sku14518,C,X
sku14696,C,Z
sku9668,C,X
sku11301,C,Z
sku30441,C,Z
sku21354,C,Z
sku22043,C,X
sku18942,C,X
sku28547,C,Z
sku1242,C,Z
sku5346,C,Z
sku25580,C,Z
sku11869,C,X
sku20359,C,X
sku11969,C,X
sku23706,C,Z
sku30421,C,X
sku8730,C,Z
sku8014,C,Z
sku23898,C,Z
sku9782,C,Y
sku1128,C,Z
sku15808,C,Z
sku9362,C,X
sku17611,C,X
sku15010,C,X
sku7200,C,X
sku13932,C,Y
sku11403,C,Z
sku19735,C,X
sku10636,C,X
sku29355,C,Z
sku17423,C,X
sku6040,C,Z
sku27606,C,Z
sku30018,C,X
sku16122,C,Z
sku2129,C,X
sku17816,C,Z
sku26653,C,Z
sku10416,C,Z
sku9479,C,Z
sku21873,C,Z
sku1971,C,X
sku30551,C,Z
sku23930,C,X
sku24545,C,X
sku297,C,Z
sku16338,C,Z
sku1431,C,Z
sku11665,C,X
sku25801,C,X
sku30290,C,Z
sku21248,C,Z
sku20600,C,Z
sku1536,C,Z
sku23501,C,Z
sku27225,C,Z
sku12745,C,X
sku14512,C,Z
sku18270,C,Z
sku18246,C,Z
sku9798,C,X
sku8440,C,X
sku2395,C,Z
sku24998,C,X
sku11529,C,Z
sku21948,C,Z
sku26278,C,X
sku20539,C,Z
sku28298,C,Z
sku29185,C,X
sku26141,C,Z
sku24384,C,Z
sku23983,C,Z
sku2188,C,X
sku2403,C,X
sku4847,C,Z
sku3537,C,Z
sku7030,C,Z
sku7150,C,Z
sku14585,C,Z
sku19622,C,Z
sku24663,C,Z
sku10025,C,Z
sku28670,C,Z
sku8312,C,Z
sku3868,C,Z
sku9125,C,Z
sku8193,C,X
sku23182,C,Z
sku25051,C,X
sku27840,C,Z
sku8585,C,Y
sku4507,C,Z
sku11747,C,Z
sku10384,C,Z
sku13838,C,Z
sku10964,C,Z
sku11389,C,X
sku12906,C,X
sku20745,C,Z
sku5684,C,Z
sku2254,C,Z
sku29819,C,Z
sku24592,C,Z
sku6424,C,Y
sku1663,C,Z
sku17921,C,Z
sku1528,C,Z
sku12446,C,Z
sku27305,C,X
sku16729,C,Z
sku8896,C,X
sku18410,C,Z
sku7994,C,Z
sku27567,C,Z
sku15383,C,Z
sku19168,C,X
sku15782,C,X
sku13883,C,X
sku17477,C,X
sku12886,C,X
sku3191,C,Z
sku10250,C,Z
sku18697,C,Z
sku5572,C,Z
sku28835,C,Z
sku21140,C,Z
sku27023,C,X
sku28867,C,Z
sku27438,C,X
sku22594,C,X
sku15461,C,X
sku23445,C,X
sku18578,C,Z
sku5627,C,Z
sku22175,C,Z
sku3557,C,X
sku27288,C,Z
sku9846,C,X
sku22713,C,X
sku6298,C,X
sku10927,C,Y
sku25179,C,Z
sku10066,C,Z
sku1900,C,Z
sku24253,C,Z
sku4042,C,X
sku29930,C,Z
sku23842,C,Z
sku29199,C,Z
sku28667,C,Z
sku12046,C,Z
sku17005,C,Z
sku14722,C,X
sku17706,C,Z
sku19409,C,Z
sku13345,C,Z
sku8530,C,Z
sku8132,C,Z
sku10271,C,Z
sku15062,C,Y
sku15805,C,Z
sku11736,C,Z
sku17833,C,Z
sku20583,C,Z
sku26336,C,Z
sku30200,C,Z
sku8235,C,X
sku26807,C,Z
sku11291,C,Z
sku10188,C,Z
sku22276,C,X
sku3308,C,X
sku20362,C,Z
sku26196,C,Z
sku4290,C,Z
sku26588,C,X
sku16032,C,X
sku21047,C,Z
sku26618,C,Z
sku10206,C,Z
sku11614,C,Z
sku3852,C,Z
sku10649,C,X
sku16410,C,Z
sku30447,C,X
sku4005,C,X
sku18397,C,Y
sku19112,C,X
sku1744,C,Z
sku22510,C,Z
sku4392,C,Z
sku17524,C,X
sku22932,C,Z
sku16591,C,X
sku22822,C,X
sku5976,C,Z
sku898,C,X
sku8651,C,Y
sku15203,C,Z
sku19299,C,Z
sku3694,C,X
sku3396,C,Z
sku21783,C,X
sku1603,C,Z
sku2829,C,Z
sku17629,C,Z
sku4832,C,Z
sku18412,C,Z
sku23054,C,X
sku30386,C,Z
sku4941,C,Z
sku20835,C,Y
sku1512,C,X
sku15759,C,Z
sku10840,C,Z
sku12966,C,Z
sku25888,C,Z
sku22588,C,Z
sku5053,C,Z
sku1666,C,X
sku5583,C,Z
sku3164,C,Z
sku25378,C,Z
sku23428,C,Z
sku20071,C,X
sku25094,C,Z
sku24865,C,Z
sku22230,C,Z
sku22804,C,Z
sku15941,C,Z
sku29968,C,Z
sku26224,C,Z
sku14843,C,Z
sku15437,C,X
sku30089,C,Z
sku12721,C,Z
sku28074,C,Z
sku23440,C,X
sku16919,C,X
sku24974,C,X
sku12720,C,Z
sku23874,C,Z
sku9717,C,Z
sku16812,C,X
sku6454,C,X
sku17017,C,X
sku19799,C,X
sku22725,C,Z
sku623,C,Z
sku22274,C,Z
sku25281,C,Z
sku16943,C,X
sku1652,C,X
sku4268,C,Z
sku14630,C,Z
sku6001,C,Z
sku9050,C,Z
sku16822,C,X
sku27234,C,Z
sku4583,C,Z
sku24908,C,Z
sku4842,C,Z
sku79,C,Z
sku4110,C,Z
sku18077,C,Z
sku26693,C,X
sku17651,C,X
sku13493,C,Z
sku24086,C,Z
sku3290,C,Z
sku115,C,Z
sku18765,C,Z
sku25219,C,Z
sku19882,C,Z
sku9134,C,Z
sku3389,C,Z
sku4306,C,X
sku1629,C,Z
sku20407,C,Y
sku19105,C,X
sku8693,C,X
sku5628,C,X
sku2083,C,X
sku21530,C,X
sku2197,C,Z
sku6997,C,Z
sku16769,C,Z
sku16329,C,Z
sku9601,C,X
sku14218,C,X
sku22444,C,Z
sku5350,C,X
sku9633,C,X
sku15130,C,Z
sku11583,C,X
sku9625,C,Z
sku27839,C,Z
sku16469,C,X
sku2898,C,Z
sku27334,C,X
sku1743,C,X
sku19466,C,Z
sku10247,C,Y
sku5608,C,X
sku27668,C,Z
sku7842,C,Z
sku27119,C,Z
sku28795,C,Z
sku12119,C,Z
sku25795,C,X
sku29343,C,Z
sku19837,C,X
sku16218,C,Z
sku3475,C,Z
sku17499,C,X
sku6900,C,Z
sku28252,C,Z
sku4871,C,Z
sku12907,C,Z
sku27571,C,Z
sku2624,C,Z
sku13252,C,Z
sku2486,C,Z
sku26966,C,Z
sku21278,C,Z
sku27409,C,Z
sku25615,C,Z
sku15794,C,X
sku13518,C,Z
sku6589,C,Z
sku17186,C,Z
sku16543,C,Z
sku29434,C,Z
sku22535,C,X
sku12315,C,Y
sku9195,C,X
sku14485,C,Z
sku24408,C,Y
sku6953,C,Z
sku6133,C,Z
sku29423,C,Z
sku20269,C,X
sku24272,C,X
sku23240,C,Z
sku28539,C,X
sku17337,C,Y
sku6737,C,Z
sku26364,C,Z
sku20385,C,Z
sku5308,C,Z
sku23817,C,Z
sku6933,C,X
sku15052,C,Y
sku26087,C,Z
sku30283,C,X
sku23355,C,Z
sku1261,C,X
sku16108,C,X
sku25896,C,Z
sku13436,C,Z
sku24544,C,X
sku4697,C,Z
sku27276,C,X
sku16139,C,Z
sku10715,C,Z
sku26609,C,X
sku23030,C,Z
sku22832,C,Z
sku518,C,X
sku10712,C,Z
sku27392,C,Z
sku17395,C,X
sku19673,C,X
sku20604,C,Z
sku25223,C,Z
sku27254,C,Z
sku16093,C,X
sku24834,C,Z
sku22992,C,Z
sku14414,C,X
sku27830,C,Y
sku23032,C,Y
sku2238,C,X
sku20384,C,Z
sku2056,C,X
sku6766,C,Z
sku16569,C,Z
sku18969,C,Z
sku16119,C,Z
sku25346,C,X
sku27761,C,Z
sku29859,C,Z
sku16768,C,Z
sku24860,C,Z
sku26741,C,Z
sku19929,C,X
sku773,C,Z
sku5274,C,Z
sku3473,C,X
sku19809,C,X
sku22921,C,Y
sku24201,C,Z
sku26877,C,Z
sku5490,C,Z
sku25450,C,Z
sku21995,C,Z
sku2349,C,Z
sku26019,C,Z
sku18485,C,Z
sku26378,C,Z
sku24912,C,Z
sku7065,C,X
sku27058,C,Z
sku94,C,Z
sku18222,C,Z
sku6322,C,X
sku10805,C,Z
sku21733,C,Z
sku12629,C,Z
sku26112,C,Y
sku7111,C,X
sku25697,C,Z
sku1538,C,Z
sku28593,C,Z
sku16987,C,Z
sku869,C,Y
sku26317,C,Z
sku15597,C,X
sku26844,C,Z
sku30051,C,Z
sku16948,C,X
sku18024,C,Z
sku4549,C,Z
sku12532,C,Z
sku29461,C,X
sku26947,C,X
sku13987,C,X
sku26252,C,X
sku13505,C,X
sku21254,C,X
sku20445,C,X
sku4968,C,X
sku20124,C,X
sku12022,C,X
sku27092,C,X
sku19965,C,X
sku10507,C,X
sku30261,C,X
sku21333,C,X
sku29448,C,X
sku5744,C,X
sku10422,C,Z
sku23335,C,Z
sku2356,C,X
sku11203,C,Z
sku29743,C,Z
sku16691,C,X
sku17358,C,Z
sku18342,C,Z
sku27836,C,Z
sku22132,C,X
sku15558,C,X
sku20698,C,Z
sku12574,C,X
sku5016,C,Z
sku15486,C,X
sku7022,C,X
sku14989,C,X
sku8968,C,Z
sku20352,C,X
sku17445,C,Z
sku27578,C,Z
sku27783,C,Z
sku29496,C,Z
sku8527,C,X
sku12031,C,X
sku16217,C,X
sku27759,C,X
sku25929,C,Z
sku11842,C,Y
sku13136,C,Z
sku28026,C,Z
sku26577,C,Z
sku14020,C,Y
sku6109,C,Z
sku4909,C,Z
sku21693,C,X
sku11471,C,X
sku16810,C,X
sku25900,C,Z
sku2025,C,X
sku5022,C,Z
sku373,C,Z
sku20344,C,X
sku20166,C,Z
sku13955,C,X
sku21209,C,Z
sku4660,C,Y
sku16912,C,Z
sku22053,C,Z
sku1428,C,Z
sku20885,C,Z
sku12587,C,X
sku26345,C,Z
sku19740,C,Z
sku17461,C,Z
sku16991,C,Z
sku24038,C,Z
sku2851,C,Z
sku16941,C,X
sku8494,C,Z
sku8020,C,Z
sku140,C,Z
sku28112,C,Z
sku19636,C,X
sku8062,C,Z
sku27846,C,Z
sku11176,C,X
sku1983,C,Z
sku23331,C,X
sku17858,C,Z
sku27149,C,Y
sku9111,C,X
sku5080,C,Z
sku15467,C,Z
sku24448,C,Z
sku16551,C,Z
sku18435,C,X
sku28980,C,X
sku27924,C,X
sku7373,C,X
sku17296,C,Z
sku8428,C,Y
sku22447,C,Z
sku2335,C,X
sku7216,C,X
sku8937,C,Z
sku9256,C,Z
sku26387,C,X
sku16113,C,X
sku26546,C,Z
sku21470,C,Z
sku26605,C,X
sku19713,C,X
sku29435,C,X
sku13830,C,X
sku29284,C,Y
sku11426,C,X
sku16,C,X
sku27789,C,Z
sku29171,C,X
sku22439,C,Z
sku6296,C,Z
sku3464,C,X
sku27008,C,Z
sku25208,C,X
sku20088,C,X
sku6203,C,Z
sku10170,C,Z
sku26678,C,Z
sku19097,C,Z
sku28705,C,Z
sku10440,C,Z
sku10725,C,X
sku2482,C,Z
sku4739,C,Z
sku24887,C,Y
sku1297,C,Z
sku19441,C,X
sku24177,C,X
sku25415,C,Z
sku22536,C,Z
sku1069,C,Z
sku11398,C,X
sku28654,C,Z
sku6469,C,Z
sku5794,C,Z
sku5611,C,X
sku23785,C,X
sku7378,C,Z
sku11412,C,Z
sku924,C,X
sku28069,C,X
sku8788,C,X
sku29731,C,Z
sku20672,C,X
sku27509,C,X
sku17625,C,X
sku29853,C,Z
sku18294,C,Z
sku18451,C,Z
sku22305,C,X
sku12344,C,Z
sku20723,C,Z
sku25438,C,Y
sku641,C,X
sku13023,C,Z
sku28833,C,Z
sku13958,C,X
sku15627,C,Z
sku30031,C,Z
sku11796,C,Z
sku2783,C,Z
sku23568,C,Y
sku12531,C,Z
sku13694,C,X
sku24442,C,Z
sku774,C,X
sku30116,C,Z
sku24722,C,X
sku15215,C,X
sku2321,C,Z
sku15889,C,Z
sku7141,C,Z
sku2970,C,Z
sku5243,C,Z
sku26177,C,X
sku24615,C,Z
sku11739,C,Y
sku6439,C,X
sku4057,C,X
sku19601,C,Z
sku16008,C,X
sku6576,C,Y
sku19490,C,Z
sku24058,C,Z
sku30129,C,X
sku12704,C,Z
sku8895,C,X
sku6225,C,Z
sku13702,C,Z
sku7317,C,X
sku10223,C,X
sku29724,C,X
sku27784,C,X
sku20153,C,Z
sku6438,C,Z
sku7028,C,Z
sku19773,C,Z
sku1257,C,Z
sku565,C,X
sku8718,C,Z
sku13287,C,X
sku11520,C,Z
sku26537,C,Z
sku3392,C,X
sku4261,C,Z
sku26475,C,X
sku9953,C,Z
sku22378,C,Z
sku17024,C,Y
sku7208,C,X
sku12094,C,Y
sku14836,C,X
sku22644,C,Z
sku10678,C,Z
sku7534,C,X
sku15264,C,X
sku10979,C,X
sku14411,C,X
sku8115,C,X
sku20052,C,Y
sku30320,C,X
sku26049,C,Z
sku2965,C,Z
sku18729,C,Z
sku24873,C,Z
sku20785,C,Z
sku21751,C,Z
sku12559,C,X
sku16022,C,Y
sku21207,C,Z
sku30254,C,X
sku3276,C,X
sku30270,C,X
sku11162,C,X
sku23822,C,X
sku20392,C,X
sku13966,C,X
sku22010,C,Z
sku27370,C,Z
sku13846,C,Z
sku25160,C,Z
sku16159,C,Z
sku11030,C,Y
sku9780,C,Y
sku18554,C,Z
sku17010,C,X
sku5371,C,Z
sku12804,C,X
sku20329,C,Z
sku24455,C,X
sku15823,C,X
sku8874,C,X
sku17257,C,X
sku26897,C,Z
sku9906,C,Z
sku28156,C,Z
sku13042,C,X
sku14645,C,Z
sku20439,C,X
sku28071,C,Y
sku739,C,Z
sku24438,C,X
sku12489,C,Z
sku8734,C,X
sku11768,C,Z
sku8493,C,Z
sku6559,C,Z
sku25167,C,Z
sku18495,C,Z
sku22665,C,Z
sku3918,C,X
sku19783,C,Z
sku24828,C,Z
sku27267,C,Z
sku23025,C,Z
sku9644,C,X
sku26172,C,Z
sku5365,C,X
sku12149,C,X
sku28049,C,Z
sku14247,C,Z
sku22477,C,Z
sku26799,C,Z
sku5424,C,Z
sku24238,C,Z
sku12341,C,Z
sku7930,C,Y
sku11171,C,X
sku28099,C,Z
sku29031,C,X
sku10763,C,X
sku5955,C,Z
sku22581,C,X
sku18129,C,X
sku12717,C,Z
sku2011,C,X
sku13541,C,X
sku8680,C,Z
sku23826,C,X
sku12671,C,Z
sku21326,C,Y
sku9556,C,Z
sku29334,C,X
sku20609,C,Z
sku25066,C,Z
sku26791,C,Z
sku26797,C,X
sku16903,C,Z
sku3740,C,X
sku11753,C,Z
sku7186,C,Z
sku2265,C,X
sku22637,C,Z
sku447,C,Y
sku23884,C,Z
sku13423,C,Z
sku2690,C,X
sku6410,C,X
sku25862,C,Z
sku24781,C,Z
sku13527,C,X
sku22247,C,Z
sku17971,C,Z
sku17420,C,Z
sku25322,C,Z
sku15680,C,Z
sku137,C,X
sku15313,C,Y
sku15212,C,Z
sku16965,C,Z
sku19491,C,Z
sku18881,C,X
sku23175,C,Z
sku20470,C,Z
sku11237,C,Z
sku4228,C,X
sku22893,C,X
sku22177,C,Z
sku7439,C,Z
sku20506,C,X
sku3095,C,Z
sku6185,C,Z
sku21243,C,Z
sku6319,C,Z
sku9412,C,Z
sku6028,C,X
sku2634,C,X
sku10067,C,X
sku1119,C,X
sku16815,C,X
sku2324,C,X
sku20134,C,Z
sku26811,C,Z
sku28233,C,X
sku8229,C,Z
sku11666,C,Z
sku23926,C,X
sku12638,C,X
sku15883,C,X
sku15385,C,Z
sku25296,C,X
sku29820,C,X
sku11464,C,Z
sku21646,C,Z
sku20708,C,Z
sku30294,C,Z
sku28702,C,X
sku13189,C,X
sku694,C,X
sku27518,C,Z
sku27387,C,Z
sku11541,C,Z
sku3913,C,X
sku148,C,X
sku6945,C,X
sku13718,C,Z
sku16793,C,Z
sku26968,C,Z
sku17424,C,Z
sku12502,C,X
sku3197,C,X
sku16101,C,X
sku16179,C,X
sku20141,C,Z
sku22297,C,X
sku10535,C,Z
sku18676,C,X
sku17546,C,Z
sku1400,C,Z
