item,ABC_group,XYZ_group
sku13027,A,Z
sku9150,A,Z
sku20652,A,Z
sku3984,A,X
sku6067,A,Z
sku11232,A,Z
sku16141,A,X
sku2683,A,X
sku17843,A,Z
sku24720,A,Z
sku29914,A,Z
sku22583,A,Z
sku588,A,X
sku8564,A,Z
sku12909,A,Z
sku192,A,Z
sku19615,A,X
sku30246,A,Z
sku24418,A,Z
sku26729,A,Z
sku26544,A,Z
sku29063,A,Z
sku4774,A,X
sku15504,A,Z
sku25970,A,Z
sku10181,A,Z
sku19369,A,Z
sku30372,A,Z
sku19812,A,Z
sku7546,A,Z
sku29586,A,X
sku18439,A,Z
sku19792,A,X
sku18262,A,Z
sku9162,A,Z
sku12074,A,Z
sku8886,A,Z
sku8102,A,X
sku20531,A,Z
sku5372,A,X
sku30091,A,Z
sku13089,A,Z
sku17351,A,Z
sku12290,A,Z
sku8280,A,Z
sku10903,A,Z
sku25933,A,Z
sku8416,A,Z
sku4466,A,Z
sku29979,A,Z
sku12689,A,X
sku29154,A,Z
sku15753,A,Z
sku48,A,Z
sku27116,A,Y
sku27807,A,Z
sku26943,A,Z
sku4450,A,X
sku18750,A,Z
sku25741,A,Z
sku8425,A,Z
sku25258,A,Z
sku1982,A,Z
sku18907,A,Z
sku15814,A,Z
sku328,A,Y
sku16005,A,Y
sku19569,A,Z
sku27071,A,X
sku29108,A,Z
sku26030,A,Z
sku22497,A,Z
sku19604,A,Z
sku19115,A,Z
sku8363,A,Z
sku22636,A,Z
sku30536,A,Z
sku24937,A,Z
sku20612,A,Z
sku25667,A,X
sku8475,A,Z
sku25947,A,Z
sku26666,A,Z
sku20756,A,X
sku9176,A,X
sku19197,A,Z
sku10952,A,Z
sku16175,A,Z
sku27726,A,Z
sku6514,A,X
sku18335,A,Z
sku10888,A,Z
sku27152,A,X
sku27538,A,X
sku4692,A,Z
sku11545,A,Z
sku6696,A,Z
sku19487,A,Z
sku29769,A,Y
sku10685,A,Z
sku13354,A,Z
sku6220,A,X
sku14545,A,Z
sku15059,A,Z
sku24304,A,Z
sku22233,A,Z
sku5802,A,Z
sku16406,A,Z
sku16871,A,X
sku20850,A,Z
sku586,A,Z
sku11602,A,X
sku19219,A,Z
sku24598,A,Z
sku26390,A,Z
sku3316,A,Z
sku22147,A,Z
sku7508,A,X
sku23430,A,X
sku8041,A,Z
sku12453,A,X
sku16813,A,Z
sku22298,A,Z
sku12481,A,Z
sku11820,A,Z
sku17410,A,Z
sku12767,A,Z
sku29939,A,Z
sku28295,A,Z
sku4598,A,Z
sku14554,A,Z
sku11850,A,Z
sku4452,A,Y
sku10822,B,Z
sku10724,B,Z
sku29015,B,X
sku26094,B,Z
sku19581,B,Z
sku28254,B,X
sku10592,B,Z
sku24731,B,Z
sku12995,B,X
sku630,B,X
sku28136,B,X
sku13243,B,X
sku20372,B,Z
sku24769,B,Z
sku19887,B,Z
sku6205,B,Z
sku8514,B,X
sku18766,B,X
sku11805,B,X
sku9890,B,Z
sku26306,B,X
sku17824,B,Z
sku25184,B,Y
sku24011,B,X
sku8546,B,Z
sku29173,B,X
sku21059,B,Z
sku17493,B,Z
sku17139,B,X
sku30154,B,Z
sku19939,B,Z
sku3059,B,Y
sku4886,B,Z
sku21101,B,Z
sku26001,B,X
sku28732,B,Z
sku17242,B,X
sku12051,B,Z
sku6170,B,Z
sku23549,B,Z
sku25914,B,Z
sku19851,B,X
sku23598,B,X
sku17752,B,Z
sku9833,B,Z
sku23475,B,Z
sku27723,B,Y
sku9472,B,X
sku30140,B,Y
sku15862,B,Z
sku20838,B,Z
sku13699,B,X
sku27943,B,X
sku28558,B,X
sku6780,B,X
sku22124,B,X
sku20102,B,Z
sku4302,B,Z
sku1076,B,Z
sku11053,B,Z
sku11784,B,X
sku3846,B,Z
sku11585,B,Z
sku1407,B,X
sku11568,B,Z
sku28485,B,Z
sku19689,B,X
sku6546,B,Z
sku21021,B,X
sku28849,B,X
sku24032,B,Z
sku26708,B,X
sku16904,B,Z
sku29164,B,Z
sku4457,B,Z
sku12367,B,Z
sku682,B,X
sku8764,B,Z
sku17267,B,Z
sku5832,B,Z
sku11145,B,X
sku678,B,Z
sku21648,B,Z
sku24192,B,Z
sku7778,B,Z
sku29645,B,Z
sku24158,B,X
sku4031,B,Z
sku13386,B,X
sku13424,B,Z
sku12652,B,Z
sku2647,B,Z
sku9421,B,X
sku29748,B,Z
sku5481,B,X
sku9063,B,Z
sku15929,B,Z
sku3559,B,Z
sku28314,B,Z
sku16499,B,Z
sku442,B,Z
sku10375,B,Z
sku26098,B,X
sku2169,B,Y
sku10930,B,Y
sku9251,B,Z
sku12595,B,Z
sku1954,B,Y
sku6470,B,Z
sku22081,B,X
sku7630,B,Z
sku4972,B,Z
sku8673,B,Z
sku18962,B,X
sku19662,B,Z
sku30461,B,Z
sku7285,B,Z
sku6270,B,Z
sku1496,B,Z
sku25685,B,Z
sku15368,B,Z
sku26991,B,X
sku3498,B,Z
sku26456,B,X
sku5060,B,Y
sku14030,B,Z
sku26757,B,Y
sku596,B,Y
sku22852,B,Z
sku18904,B,Z
sku18657,B,X
sku23633,B,X
sku9311,B,Z
sku1704,B,X
sku15729,B,Z
sku16772,B,Z
sku12155,B,Z
sku3528,B,Z
sku5219,B,X
sku12693,B,X
sku18289,B,Z
sku18349,B,Z
sku17996,B,Z
sku25249,B,Z
sku24148,B,Z
sku21889,B,Z
sku20945,B,Z
sku22480,B,X
sku3834,B,X
sku29316,B,Z
sku6511,B,Z
sku25102,B,Z
sku21641,B,Z
sku23498,B,Y
sku6707,B,Z
sku26322,B,X
sku5251,B,Z
sku2879,B,Z
sku21899,B,Z
sku20617,B,Z
sku17091,B,Z
sku23718,B,Z
sku26712,B,X
sku7393,B,Z
sku3314,B,Z
sku17362,B,Z
sku17572,B,X
sku18828,B,X
sku20877,B,X
sku22971,B,Y
sku5913,B,Z
sku5221,B,Z
sku24273,B,X
sku22367,B,Z
sku23505,B,Z
sku7764,B,X
sku19669,B,Z
sku22769,B,Z
sku2220,B,X
sku14497,B,Z
sku4092,B,Z
sku21900,B,Z
sku9842,B,Z
sku992,B,Z
sku14808,B,Z
sku2246,B,Z
sku20432,B,Z
sku21663,B,X
sku25799,B,Z
sku15482,B,X
sku20210,B,Z
sku9874,B,Z
sku18540,B,X
sku27006,B,Z
sku29919,B,Z
sku18608,B,Z
sku22595,B,Z
sku29733,B,Z
sku26677,B,X
sku17879,B,Z
sku15253,B,Z
sku29840,B,Z
sku6818,B,Z
sku30227,B,Z
sku8603,B,Z
sku14589,B,X
sku25101,B,Z
sku8620,B,Z
sku10476,B,Z
sku21545,B,Z
sku6642,B,Z
sku20278,B,Z
sku4650,B,Z
sku5215,B,X
sku2538,B,Z
sku23533,B,X
sku8561,B,Z
sku18125,B,Z
sku702,B,Z
sku19211,B,Z
sku13456,B,Z
sku8362,B,Z
sku2721,B,Z
sku30012,B,Z
sku13897,B,X
sku16763,B,Z
sku12536,B,X
sku16036,B,Y
sku23732,B,X
sku16112,B,Z
sku13536,B,Z
sku2715,B,Z
sku29808,B,Z
sku11780,B,Z
sku657,B,Z
sku29277,B,X
sku13417,B,Z
sku9714,B,X
sku17497,B,X
sku7133,B,X
sku21465,B,Z
sku22990,B,Z
sku11679,B,X
sku5916,B,X
sku29952,B,X
sku7296,B,Z
sku17573,B,X
sku25141,B,Z
sku13244,B,Y
sku25284,B,Z
sku14699,B,Y
sku28802,B,Z
sku13971,B,Y
sku23179,B,X
sku25826,B,Z
sku13095,B,Z
sku12707,B,Z
sku3738,B,Z
sku2656,B,Z
sku14563,B,X
sku6714,B,X
sku16738,B,Z
sku15042,B,Z
sku22153,B,Z
sku28806,B,Z
sku17762,B,Z
sku4714,B,Z
sku23864,B,X
sku182,B,Z
sku6791,B,Z
sku10988,B,Z
sku165,B,Z
sku5964,B,Z
sku16634,B,Y
sku21137,B,Z
sku20172,B,X
sku22856,B,X
sku6615,B,X
sku12824,B,Y
sku12291,B,Z
sku20184,B,Z
sku11188,B,Z
sku28511,B,Z
sku21525,B,X
sku7082,B,X
sku7314,B,Z
sku23120,B,X
sku3115,B,Z
sku5476,B,Z
sku13072,B,Z
sku22013,B,Z
sku13173,B,X
sku22466,B,Z
sku3100,B,Z
sku30141,B,X
sku21714,B,Z
sku29200,B,X
sku10084,B,Z
sku18787,B,Y
sku18581,B,Z
sku910,B,Z
sku20127,B,Z
sku16353,B,X
sku12576,B,X
sku15846,B,Z
sku15075,B,Z
sku24754,B,Z
sku30476,B,X
sku29156,B,Z
sku2581,B,Z
sku29418,B,Z
sku316,B,Z
sku4113,B,X
sku5542,B,Z
sku10314,B,Z
sku5910,B,Z
sku28832,B,Z
sku8003,B,Y
sku30494,B,X
sku4836,B,Z
sku8434,B,Z
sku24239,B,Z
sku14366,B,X
sku11544,B,Z
sku6917,B,Z
sku7698,B,Z
sku19028,B,Z
sku30413,B,Z
sku22837,B,Z
sku17857,B,Z
sku16486,B,Z
sku3707,B,X
sku21010,B,Z
sku21956,B,Z
sku3104,B,Z
sku16568,B,Z
sku1639,B,X
sku320,B,Z
sku28174,B,X
sku2060,B,Z
sku27512,B,Z
sku18096,B,Z
sku26683,B,X
sku14350,B,X
sku680,B,Z
sku26733,B,Y
sku4213,B,Z
sku6334,B,X
sku19234,B,Z
sku22207,B,Z
sku27767,B,Z
sku1066,B,Z
sku24182,B,Z
sku9558,B,Z
sku729,B,X
sku26827,B,X
sku27377,B,X
sku22736,B,X
sku7137,B,X
sku23905,B,X
sku24334,B,X
sku23317,B,X
sku1231,B,X
sku712,B,X
sku28768,B,Z
sku26650,B,Z
sku14228,B,Z
sku24960,B,Z
sku2399,B,Z
sku18405,B,Z
sku24701,B,Z
sku8791,B,Z
sku18993,B,Z
sku2495,B,Z
sku679,B,Y
sku26803,B,X
sku25185,B,X
sku12123,B,X
sku22383,B,Z
sku15718,B,Y
sku16454,B,Z
sku354,B,Z
sku2841,B,Z
sku3228,B,X
sku3720,B,Z
sku17193,B,Y
sku16773,B,Z
sku9751,B,Z
sku14544,B,Z
sku14647,B,Z
sku3993,B,Z
sku26639,B,Z
sku23600,B,Z
sku21692,B,Z
sku2093,B,X
sku10760,B,X
sku16639,B,X
sku14005,B,Z
sku3355,B,Z
sku734,B,Z
sku22955,B,Y
sku7512,B,Z
sku16464,B,X
sku10093,B,Z
sku21325,B,Z
sku24692,B,Z
sku6243,B,Z
sku5617,B,Z
sku27307,B,Y
sku27609,B,Y
sku218,B,X
sku28624,B,Z
sku11251,B,X
sku15902,B,Z
sku3540,B,Z
sku21298,B,Z
sku17200,B,Z
sku2419,B,Z
sku8274,B,Z
sku26904,B,Z
sku12519,B,X
sku16842,B,X
sku9462,B,Z
sku9424,B,Y
sku40,B,Z
sku4490,B,Z
sku25831,B,Z
sku21965,B,Z
sku26484,B,Z
sku28817,B,Z
sku14385,B,Z
sku26264,B,Z
sku25906,B,X
sku22865,B,Z
sku2337,B,Z
sku27757,B,X
sku18999,B,Z
sku14786,B,X
sku5069,B,X
sku23022,B,Y
sku1622,B,X
sku8576,B,X
sku10075,B,Z
sku3174,B,Z
sku16947,B,Z
sku9645,B,Z
sku26307,B,Z
sku7227,B,Z
sku7701,B,X
sku23223,B,X
sku4808,B,Z
sku12158,B,Z
sku15276,B,Z
sku24709,B,Z
sku24328,B,X
sku23279,B,Y
sku1773,B,Z
sku16672,B,Y
sku6450,B,Z
sku4224,B,Z
sku6214,B,X
sku5407,B,Z
sku17070,B,Z
sku11272,B,Z
sku26206,B,Z
sku19811,B,Z
sku9569,B,Z
sku2799,B,X
sku8164,B,Z
sku13520,B,X
sku17853,B,Z
sku2798,B,Z
sku10962,B,Y
sku14540,B,Z
sku16493,B,Z
sku16098,B,X
sku24686,B,Z
sku16994,B,X
sku13298,B,Z
sku10089,B,Z
sku26459,B,X
sku4691,B,X
sku14365,B,Z
sku16870,B,Z
sku4921,B,X
sku16648,B,Z
sku11551,B,Z
sku22309,B,Z
sku29960,B,Z
sku8658,B,Z
sku12819,B,Z
sku21608,B,Z
sku3171,B,X
sku21531,B,Z
sku4133,B,X
sku21503,B,Z
sku16003,B,Z
sku27440,B,Z
sku10359,B,Z
sku11173,B,X
sku11535,B,Z
sku23191,B,Z
sku8213,B,Y
sku3123,B,Z
sku16647,B,Z
sku13796,B,Y
sku23634,B,Z
sku9481,B,Z
sku23714,B,Z
sku22430,B,Z
sku10896,B,Z
sku7960,B,Z
sku26045,B,Z
sku6869,B,Z
sku11572,B,Z
sku13247,B,X
sku19565,B,X
sku22657,B,Z
sku26860,B,X
sku21460,B,Y
sku15890,B,Z
sku2260,B,Z
sku22004,B,X
sku18745,B,X
sku22845,B,Z
sku25810,B,Z
sku29332,B,Z
sku23525,B,Z
sku20376,B,Z
sku7706,B,Z
sku8408,B,Z
sku877,B,X
sku9414,B,Z
sku1734,B,X
sku19962,B,X
sku9692,B,X
sku15362,B,Z
sku10839,B,Z
sku23684,B,Z
sku262,B,Z
sku11639,B,Z
sku20919,B,Z
sku27158,B,Y
sku2364,B,Z
sku30121,B,Z
sku13366,B,X
sku889,B,Z
sku22791,B,Z
sku28856,B,Z
sku13004,B,Z
sku19940,B,Z
sku6374,B,Z
sku16853,B,Z
sku20895,B,X
sku6448,B,X
sku4049,B,Z
sku9252,B,Z
sku10615,B,Z
sku14467,B,Z
sku3108,B,Z
sku14334,B,X
sku17407,B,Z
sku9975,B,X
sku11220,B,X
sku18795,B,Z
sku18849,B,X
sku26892,B,Z
sku30023,B,Z
sku24791,B,Z
sku13406,B,Z
sku13102,B,Z
sku23307,B,X
sku11050,B,X
sku24721,B,X
sku23141,B,Z
sku18339,B,Z
sku19282,B,Z
sku12078,B,X
sku2270,B,Z
sku14142,B,Z
sku123,B,X
sku28223,B,Z
sku15617,B,X
sku1600,B,Z
sku19790,B,Z
sku17050,B,Z
sku3264,B,Z
sku2166,B,X
sku853,B,X
sku2871,B,X
sku29569,B,X
sku15831,B,X
sku1382,B,X
sku2986,B,X
sku21925,B,X
sku26425,B,X
sku4511,B,Z
sku3627,B,Y
sku23909,B,Z
sku16127,B,Z
sku24489,B,Z
sku11087,B,Z
sku24715,B,Z
sku4840,B,Z
sku5566,B,X
sku29705,B,Y
sku17185,B,Z
sku27003,B,Z
sku494,B,X
sku18660,B,Z
sku703,B,Y
sku29096,B,X
sku28709,B,X
sku9801,B,Z
sku9964,B,Z
sku19567,B,X
sku14223,B,Z
sku14742,B,Z
sku12506,B,Z
sku3905,B,X
sku10463,B,Z
sku16438,B,Z
sku1861,B,Z
sku22019,B,X
sku26106,B,Z
sku14857,B,X
sku20462,B,Z
sku15548,B,Z
sku30044,B,Z
sku13254,B,Z
sku27524,B,Z
sku5588,B,Z
sku18992,B,Z
sku28588,B,Z
sku18466,B,Z
sku12189,B,X
sku28027,B,Z
sku2198,B,X
sku5257,B,Z
sku355,B,Z
sku28021,B,Z
sku4778,B,Z
sku16234,B,Z
sku15832,B,Y
sku10404,B,Z
sku17028,B,Z
sku371,B,Z
sku16600,B,Z
sku3903,B,X
sku27868,B,X
sku18512,B,Z
sku22087,B,X
sku8771,B,X
sku21437,B,X
sku25754,B,Z
sku8414,B,Z
sku28420,B,Z
sku29281,B,Z
sku29326,B,Z
sku16382,B,Y
sku10780,B,X
sku5843,B,Z
sku23829,B,Z
sku9417,B,Z
sku1005,B,X
sku22659,B,Z
sku27352,B,Z
sku7547,B,Z
sku8100,B,Z
sku4401,B,X
sku9392,B,Z
sku3670,B,Z
sku29814,B,X
sku12411,B,Z
sku16166,B,Z
sku12870,B,X
sku7996,B,Z
sku24900,B,X
sku18961,B,Z
sku23489,B,Z
sku21679,B,Z
sku6821,B,Z
sku2226,B,Z
sku3668,B,Z
sku23116,B,Z
sku19730,B,Z
sku10754,B,X
sku81,B,Y
sku19852,B,Z
sku8762,B,Z
sku19913,B,Z
sku25050,B,X
sku9678,B,X
sku23085,B,Z
sku7246,B,X
sku7941,B,Z
sku17884,B,Z
sku21825,B,Z
sku24246,B,Z
sku18622,B,Z
sku26858,B,X
sku28741,B,Z
sku9807,B,Z
sku6609,B,Y
sku12969,B,Z
sku12389,B,Z
sku27623,B,Z
sku17555,B,X
sku23618,B,Z
sku7072,B,Z
sku16087,B,X
sku21544,B,X
sku22037,B,X
sku7566,B,Z
sku6922,B,Z
sku25458,B,Z
sku13389,B,X
sku15963,B,X
sku21195,B,X
sku26119,B,Z
sku8398,B,Z
sku26820,B,Z
sku1161,B,X
sku18739,B,Z
sku12975,B,Z
sku28291,B,Z
sku24716,B,X
sku5516,B,Z
sku1125,B,Z
sku27660,B,X
sku20000,B,Z
sku4683,B,X
sku19694,B,Z
sku7946,B,X
sku9695,B,Z
sku11305,B,X
sku2904,B,Y
sku28366,B,Z
sku13814,B,Z
sku10106,B,Z
sku25254,B,Z
sku13333,B,Z
sku1980,B,X
sku28134,B,Z
sku28042,B,X
sku29510,B,Z
sku25079,B,Y
sku8528,B,X
sku29308,B,X
sku2819,B,X
sku3518,B,Z
sku6980,B,Z
sku3399,B,X
sku12892,B,Z
sku707,B,Z
sku11040,B,X
sku22724,B,Z
sku10245,B,Z
sku29365,B,X
sku10038,B,Z
sku1149,B,X
sku18047,B,Z
sku18977,B,X
sku25380,B,Z
sku6991,B,Z
sku13637,B,Z
sku5690,B,Z
sku11303,B,Z
sku7740,B,Z
sku14866,B,Z
sku5769,B,X
sku364,B,Z
sku18856,B,Z
sku6077,B,Z
sku18610,B,Y
sku23226,B,Z
sku15057,B,Z
sku24105,B,Z
sku24461,B,Z
sku4298,B,X
sku955,B,Z
sku23787,B,X
sku17904,B,Z
sku9862,B,Z
sku25407,B,Z
sku19095,B,X
sku15998,B,X
sku4557,B,Z
sku11187,B,X
sku8038,B,Z
sku2730,B,Z
sku30407,B,Z
sku25403,B,Z
sku4321,B,Z
sku17885,B,Z
sku8930,B,Z
sku19647,B,Z
sku22626,B,X
sku3205,B,X
sku23374,B,Z
sku19853,B,Z
sku12546,B,Z
sku21548,B,Z
sku17455,B,X
sku10820,B,X
sku6571,B,X
sku181,B,Z
sku27300,B,Z
sku20065,B,Z
sku24199,B,Z
sku2401,B,Z
sku28179,B,X
sku13901,B,Z
sku1369,B,Z
sku26742,B,X
sku27564,B,Z
sku28769,B,X
sku4684,B,Z
sku29427,B,Z
sku8177,B,X
sku29678,B,X
sku11143,B,Y
sku25222,B,Y
sku11982,B,Z
sku26730,B,X
sku23282,B,X
sku15256,B,Z
sku6656,B,Z
sku18644,B,Z
sku2422,B,X
sku25209,B,X
sku4091,B,Z
sku11716,B,Z
sku20282,B,Z
sku11185,B,Z
sku3699,B,X
sku11228,B,X
sku25067,B,Z
sku10602,B,X
sku26786,B,Z
sku14529,B,Z
sku8936,B,Z
sku9792,B,Z
sku30244,B,Z
sku1642,B,X
sku9510,B,Z
sku2770,B,X
sku22300,B,Z
sku14775,B,Z
sku5334,B,Y
sku24919,B,Z
sku2989,B,Z
sku276,B,X
sku12111,B,Z
sku3157,B,X
sku29816,B,Z
sku29019,B,Z
sku19771,B,X
sku9599,B,X
sku17061,B,Z
sku26053,B,X
sku27017,B,X
sku8633,B,Z
sku6032,B,X
sku13757,B,X
sku18491,B,Z
sku17676,B,Z
sku24345,B,X
sku11339,B,Z
sku25755,B,Z
sku3259,B,Z
sku2578,B,Z
sku30115,B,Z
sku24664,B,Z
sku20674,B,X
sku6670,B,X
sku20084,B,X
sku11618,B,X
sku3266,B,Z
sku13997,B,Y
sku18172,B,Y
sku9765,B,X
sku97,B,Z
sku13572,B,Z
sku22825,B,Z
sku10167,B,Z
sku10178,B,X
sku23653,B,Z
sku7299,B,Y
sku1384,B,Z
sku27689,B,Z
sku20907,B,Z
sku4198,B,Z
sku3751,B,Z
sku29215,B,X
sku8088,B,Z
sku22957,B,Y
sku8001,B,Z
sku2641,B,Z
sku15726,B,Z
sku18530,B,Z
sku25384,B,Z
sku10121,B,X
sku8806,B,Z
sku15093,B,X
sku19371,B,Z
sku26871,B,Z
sku25133,B,Z
sku3801,B,Z
sku12211,B,Z
sku6822,B,X
sku19909,B,Z
sku18078,B,Z
sku4030,B,Z
sku3154,B,Z
sku13802,B,Z
sku1063,B,Z
sku27390,B,Z
sku5901,B,Z
sku27653,B,Z
sku27953,B,Z
sku24184,B,Z
sku21043,B,Z
sku3122,B,Z
sku11356,B,Z
sku21203,B,Z
sku28022,B,Z
sku20227,B,Z
sku27351,B,Z
sku4959,B,Z
sku28083,B,Z
sku27471,B,X
sku22178,B,Z
sku1032,B,Z
sku19331,B,Z
sku27252,B,X
sku24837,B,Y
sku10647,B,X
sku9502,B,Z
sku10303,B,Z
sku2507,B,Z
sku26139,B,Z
sku19504,B,X
sku27410,B,X
sku25559,B,Z
sku20101,B,Z
sku10392,B,Z
sku28803,B,Z
sku27333,B,Z
sku22616,B,Z
sku29074,B,Y
sku28946,B,Z
sku13598,B,Z
sku25344,B,Y
sku15377,B,Z
sku26825,B,X
sku14472,B,X
sku5041,B,Z
sku21329,B,X
sku15481,B,X
sku19912,B,Y
sku29081,B,Z
sku20466,B,Z
sku15036,B,Z
sku19481,B,X
sku24337,B,Z
sku2734,B,Z
sku4100,B,Z
sku13700,B,Z
sku14506,B,Z
sku28545,B,Z
sku15769,B,Z
sku15642,B,X
sku21849,B,X
sku2902,B,Z
sku4363,B,X
sku18535,B,X
sku14999,B,Z
sku5192,B,X
sku19589,B,Z
sku26824,B,Z
sku15218,B,X
sku28767,B,X
sku14536,B,Z
sku219,B,Z
sku17467,B,X
sku17357,B,Z
sku4787,B,Z
sku27106,B,Z
sku4910,B,Z
sku4860,B,Z
sku26604,B,Z
sku2035,B,Z
sku5971,B,Z
sku26099,B,Z
sku1880,B,Z
sku2812,B,X
sku30208,B,Z
sku20060,B,Z
sku902,B,X
sku6816,B,Z
sku15055,B,Z
sku19114,B,Z
sku23487,B,Z
sku22108,B,Z
sku28048,B,Y
sku10207,B,X
sku16409,B,X
sku6099,B,Z
sku21815,B,Z
sku5236,B,Z
sku11732,B,Z
sku6769,B,Z
sku27420,B,X
sku8135,B,Z
sku15895,B,Z
sku5842,B,Z
sku15371,B,Z
sku19207,B,Z
sku6716,B,X
sku28613,B,Z
sku9861,B,Z
sku26745,B,X
sku4102,B,Z
sku25993,B,X
sku3193,B,Y
sku1345,B,Z
sku2944,B,Z
sku16480,B,Z
sku18046,B,Z
sku12687,B,Z
sku18457,B,Z
sku4081,B,Z
sku6436,B,Z
sku13068,B,Z
sku15497,B,Z
sku5536,B,X
sku15037,B,Z
sku25334,B,Z
sku20605,B,X
sku2722,B,Z
sku14315,B,X
sku16062,B,Z
sku20293,B,X
sku496,B,Z
sku4299,B,Z
sku2331,B,Z
sku10625,B,Z
sku483,B,X
sku7733,B,Z
sku1239,B,X
sku27264,B,Z
sku29195,B,Z
sku23477,B,Z
sku22933,B,Z
sku7826,B,Z
sku21638,B,Z
sku9456,B,Z
sku28419,B,Z
sku26125,B,Z
sku23746,B,Z
sku19425,B,Z
sku20912,B,Z
sku6852,B,Z
sku29698,B,Z
sku3234,B,Z
sku25313,B,Z
sku4559,B,X
sku30506,B,X
sku7538,B,X
sku24143,B,X
sku16024,B,X
sku14036,B,X
sku26163,B,X
sku2162,B,X
sku11061,B,Z
sku29766,B,Z
sku10229,B,Z
sku14378,B,Z
sku8212,B,X
sku23008,B,Z
sku27510,B,Z
sku30078,B,X
sku9770,B,X
sku30471,B,X
sku11630,B,Z
sku22071,B,Z
sku1601,B,Z
sku10151,B,Y
sku30240,B,Z
sku12691,B,Z
sku11377,B,Z
sku14606,B,Z
sku9987,B,Y
sku27284,B,Z
sku26836,B,Z
sku3133,B,Z
sku6227,B,X
sku27102,B,Z
sku26253,B,X
sku24127,B,Z
sku17614,B,Z
sku25602,B,Z
sku12947,B,X
sku25583,B,Z
sku17810,B,Z
sku29003,B,Z
sku15146,B,Z
sku30065,B,Z
sku10605,B,Z
sku28199,B,Z
sku5834,B,Z
sku16350,B,X
sku8427,B,Z
sku28437,B,Z
sku18821,B,Z
sku5048,B,Z
sku26589,B,X
sku2145,B,Z
sku25352,B,X
sku6881,B,Y
sku29868,B,X
sku23572,B,Z
sku510,B,Z
sku23868,B,Z
sku4708,B,Z
sku11045,B,Z
sku20559,B,Z
sku16099,B,Z
sku25300,B,X
sku2840,B,Z
sku29138,B,Z
sku30585,B,Z
sku23516,B,Z
sku23514,B,X
sku17227,B,Z
sku8894,B,X
sku18790,B,Z
sku20017,B,Z
sku13848,B,Z
sku25691,B,X
sku19357,B,Z
sku3825,B,Z
sku28501,B,Z
sku23084,B,X
sku23174,B,Y
sku30388,B,X
sku9430,B,X
sku10644,B,Z
sku27812,B,Z
sku14265,B,X
sku20783,B,X
sku28041,B,Z
sku20675,B,X
sku15793,B,Z
sku6382,B,X
sku957,B,Z
sku17873,B,X
sku18366,B,Z
sku16690,B,X
sku11320,B,Z
sku27755,B,X
sku15599,B,Z
sku29797,B,Z
sku23834,B,Z
sku7514,B,X
sku3293,B,Y
sku24956,B,X
sku2119,B,Z
sku20861,B,Z
sku5844,B,Y
sku18544,B,Z
sku5961,B,Z
sku3351,B,X
sku21072,B,Z
sku21725,B,Z
sku11817,B,Z
sku21000,B,Z
sku7042,B,X
sku28262,B,Z
sku20381,B,Z
sku26816,B,Z
sku6446,B,Z
sku24163,B,X
sku1942,B,Z
sku13569,B,X
sku16050,B,Z
sku4271,B,X
sku6786,B,Z
sku25670,B,X
sku6011,B,Z
sku18298,B,Z
sku24650,B,Z
sku19950,B,X
sku15439,B,Z
sku8236,B,X
sku21713,B,Z
sku27362,B,Z
sku7201,B,Y
sku7478,B,Z
sku28927,B,Z
sku14734,B,Z
sku24441,B,Z
sku10872,B,X
sku15638,B,Z
sku10222,B,X
sku8864,B,Z
sku8738,B,X
sku27162,B,Z
sku2650,B,Z
sku24090,B,Z
sku6080,B,Z
sku3350,B,X
sku16200,B,Z
sku17627,B,Y
sku25027,B,Z
sku22750,B,Z
sku13412,B,X
sku30271,B,Z
sku4462,B,X
sku566,B,Z
sku7067,B,X
sku1418,B,Z
sku18940,B,X
sku8262,B,Z
sku282,B,Z
sku13763,B,X
sku18883,B,Z
sku21019,B,Z
sku19505,B,X
sku13103,B,Z
sku17393,B,Z
sku10,B,Z
sku7448,B,Z
sku9263,B,Z
sku12190,B,Z
sku5591,B,Z
sku4229,B,Z
sku5237,B,Z
sku11084,B,Z
sku2757,B,Z
sku9596,B,Z
sku28436,B,X
sku11697,B,Z
sku23411,B,X
sku19838,B,X
sku2686,B,Z
sku6365,B,Z
sku15320,B,Z
sku275,B,Z
sku24320,B,Z
sku865,B,Y
sku21398,B,Z
sku2828,B,Z
sku10305,B,Z
sku2574,B,Z
sku428,B,X
sku25004,B,Z
sku4480,B,Z
sku4329,B,Y
sku2092,B,Z
sku14586,B,Y
sku14033,B,Z
sku16821,B,Z
sku25483,B,X
sku7835,B,Z
sku11598,B,Z
sku8586,B,Z
sku7053,B,X
sku17074,B,Z
sku20731,B,Z
sku8401,B,Z
sku5614,B,Z
sku21998,B,Z
sku17551,B,X
sku12673,B,X
sku4629,B,Z
sku25607,B,Z
sku24116,B,Z
sku13403,B,Z
sku1699,B,Z
sku10671,B,Z
sku23529,B,Z
sku23548,B,X
sku9848,B,Z
sku6399,B,Z
sku26039,B,Z
sku9015,B,Z
sku17123,B,Y
sku18734,B,X
sku28001,B,Z
sku82,B,Z
sku21922,B,Z
sku16223,B,Z
sku24196,B,Z
sku6381,B,Z
sku16305,B,Z
sku24730,B,X
sku20705,B,Z
sku27674,B,Z
sku8714,B,Z
sku13815,B,Z
sku6375,B,Z
sku21772,B,X
sku9551,B,Y
sku26463,B,Y
sku30314,B,Z
sku22734,B,X
sku27444,B,Z
