total_quantity,total_amount,unique_visits
58,14678,3
86,14675,4
71,14671,3
84,14670,14
64,14670,8
82,14668,2
15,14668,2
65,14663,10
37,14661,4
29,14657,9
50,14657,4
39,14656,4
37,14653,3
196,14652,19
35,14651,3
41,14651,3
40,14651,9
18,14651,2
55,14649,7
10,14649,7
81,14647,3
9,14645,3
24,14644,2
293,14644,13
52,14643,10
48,14642,2
95,14641,3
2,14639,2
240,14638,2
58,14638,8
32,14636,8
10,14636,1
84,14635,11
35,14635,3
35,14635,4
71,14632,12
32,14629,7
82,14629,10
48,14628,6
69,14624,12
36,14624,7
48,14622,3
25,14621,2
21,14621,1
59,14620,8
37,14616,6
36,14615,8
64,14613,8
11,14612,5
18,14612,1
50,14611,9
89,14608,10
86,14604,22
64,14604,10
16,14604,1
32,14603,3
82,14602,11
51,14600,7
10,14600,3
145,14600,17
81,14599,4
2,14598,2
53,14597,16
4,14596,1
22,14596,4
79,14596,7
5,14596,2
12,14595,1
69,14591,1
2,14589,1
42,14589,4
7,14585,1
45,14583,11
27,14578,7
114,14578,15
110,14577,10
39,14571,7
75,14570,5
97,14570,14
22,14570,9
17,14569,4
43,14568,1
19,14567,4
129,14565,12
85,14565,18
18,14560,2
20,14560,5
22,14558,10
47,14557,11
100,14552,16
121,14549,15
64,14549,8
109,14547,21
36,14546,10
61,14546,12
53,14545,12
45,14540,9
39,14540,5
38,14538,7
13,14533,4
8,14530,3
21,14529,5
35,14525,6
47,14525,16
7,14523,2
6,14521,2
92,14520,12
62,14519,12
28,14518,9
14,14518,1
4,14517,3
97,14515,9
26,14515,3
24,14513,4
23,14511,2
33,14510,3
107,14509,7
21,14507,7
24,14507,6
80,14507,4
125,14506,8
29,14506,2
13,14503,2
57,14501,7
91,14500,26
66,14498,5
97,14498,12
131,14497,14
21,14495,5
74,14494,5
114,14494,8
86,14492,14
36,14491,11
1,14490,1
2,14489,1
223,14485,8
7,14484,2
77,14480,5
9,14479,3
91,14477,3
71,14477,6
9,14475,3
46,14474,2
30,14474,9
39,14473,11
22,14473,6
41,14472,5
36,14471,3
24,14470,3
8,14469,3
49,14469,10
46,14466,2
47,14465,4
60,14465,4
62,14464,11
40,14461,4
70,14461,9
18,14459,3
93,14457,15
46,14456,16
55,14453,2
53,14451,2
20,14450,5
88,14448,9
37,14448,12
68,14447,5
111,14447,9
108,14446,12
50,14446,2
44,14444,8
92,14440,14
166,14439,15
46,14438,2
26,14437,4
8,14436,3
45,14432,8
29,14432,6
76,14429,19
47,14427,14
57,14427,4
40,14427,4
51,14423,8
49,14422,1
126,14420,11
90,14419,18
69,14419,12
86,14419,4
56,14414,11
68,14412,14
65,14412,13
98,14412,6
17,14411,2
67,14409,6
19,14408,4
60,14405,11
96,14404,4
53,14402,20
51,14401,1
44,14400,6
20,14399,4
90,14399,12
37,14398,4
108,14396,10
12,14396,3
60,14395,14
79,14395,9
61,14392,3
71,14392,8
9,14391,1
19,14390,4
76,14390,15
86,14390,9
6,14384,3
36,14384,5
12,14384,6
36,14374,5
65,14372,9
92,14371,15
47,14370,4
57,14370,5
6,14368,1
155,14366,14
80,14364,8
44,14364,2
99,14363,11
105,14361,12
26,14360,7
99,14357,8
23,14355,8
64,14354,7
46,14354,10
144,14354,24
47,14354,21
59,14353,3
91,14351,10
78,14351,10
72,14350,8
53,14348,12
63,14345,19
43,14345,7
81,14344,4
23,14343,1
35,14343,6
77,14342,9
29,14341,8
72,14340,9
18,14338,3
73,14338,6
58,14338,10
114,14335,10
80,14329,11
63,14328,9
40,14327,3
67,14327,7
53,14326,7
112,14324,1
23,14324,5
26,14322,10
41,14321,11
38,14321,12
28,14320,8
86,14316,11
41,14315,8
40,14310,12
76,14310,10
27,14308,7
11,14308,4
48,14305,16
79,14305,7
44,14303,9
43,14302,6
25,14301,3
90,14301,4
10,14300,1
5,14299,1
76,14299,17
23,14298,4
22,14297,1
38,14297,6
93,14296,22
73,14296,7
53,14295,5
50,14294,3
41,14294,2
7,14293,1
61,14290,6
117,14287,10
58,14287,11
88,14287,16
55,14284,17
15,14280,1
53,14278,8
53,14277,8
77,14277,10
9,14277,1
68,14276,9
48,14275,13
76,14274,7
59,14272,6
44,14271,5
30,14270,1
96,14270,13
29,14269,7
34,14266,5
152,14266,25
16,14265,2
77,14262,4
33,14261,9
22,14260,5
6,14256,1
60,14256,6
63,14256,8
57,14253,5
91,14253,13
82,14253,10
21,14252,4
54,14249,8
38,14249,18
63,14246,13
25,14246,3
79,14244,3
47,14240,7
140,14239,10
56,14239,14
58,14238,4
25,14237,3
16,14237,6
16,14236,3
22,14235,6
8,14235,6
94,14231,7
66,14229,7
62,14223,11
25,14223,6
44,14218,6
35,14215,2
55,14214,4
24,14214,4
136,14214,16
2,14214,2
72,14214,9
33,14213,7
87,14213,6
58,14212,4
35,14209,8
10,14209,4
106,14205,21
66,14205,10
140,14205,36
63,14205,19
12,14204,2
29,14203,1
22,14202,5
163,14200,12
169,14200,24
69,14198,11
142,14198,16
22,14198,4
4,14197,2
46,14197,12
3,14197,1
5,14195,1
2,14194,2
36,14193,8
163,14192,21
60,14191,13
14,14190,4
95,14189,7
52,14188,4
19,14187,2
53,14187,6
47,14187,8
36,14186,5
62,14186,11
59,14185,11
24,14185,2
35,14184,10
77,14183,5
22,14183,3
39,14181,3
25,14180,5
16,14179,1
20,14178,7
70,14176,5
91,14173,9
32,14170,9
66,14170,3
44,14167,7
40,14166,7
65,14166,12
98,14164,4
40,14164,5
18,14163,2
32,14162,6
27,14161,6
61,14161,9
109,14160,10
29,14159,6
51,14158,8
23,14156,2
28,14154,8
59,14151,5
86,14149,3
62,14149,11
82,14148,19
22,14147,2
4,14146,2
27,14146,8
45,14145,3
22,14138,1
14,14136,5
38,14133,7
175,14129,8
87,14129,13
68,14125,8
149,14124,21
37,14124,2
40,14121,2
98,14121,18
9,14121,1
25,14120,3
141,14119,13
54,14107,8
62,14106,3
160,14106,22
77,14106,18
24,14106,4
43,14106,9
44,14104,7
4,14103,1
56,14102,7
83,14102,18
8,14102,2
71,14101,9
49,14101,4
74,14100,5
16,14099,4
93,14098,9
92,14097,12
3,14097,3
141,14097,7
167,14096,10
48,14095,14
25,14094,3
141,14094,10
33,14092,4
20,14091,4
82,14091,10
27,14089,5
40,14089,7
54,14087,24
28,14086,5
47,14085,12
35,14083,1
112,14082,15
182,14079,5
48,14077,10
58,14073,10
166,14072,22
24,14071,1
108,14070,4
7,14068,3
67,14067,2
38,14066,8
45,14065,5
20,14063,9
63,14062,1
18,14061,6
70,14060,14
25,14060,2
37,14060,2
9,14058,3
45,14057,7
19,14057,6
14,14054,3
55,14054,6
3,14050,3
36,14050,7
121,14049,4
3,14044,2
89,14044,6
55,14042,14
43,14042,9
82,14039,18
192,14038,6
84,14038,10
114,14037,11
22,14037,3
39,14035,4
69,14033,2
100,14032,29
61,14030,8
19,14029,2
110,14027,26
50,14026,12
108,14025,8
35,14025,4
15,14023,8
37,14021,1
68,14019,8
5,14017,1
46,14017,8
55,14017,13
55,14015,5
43,14014,6
30,14012,1
32,14012,5
98,14012,17
85,14007,4
41,14005,15
18,14005,1
19,14005,5
28,14002,5
50,14001,3
42,14000,14
54,14000,11
29,13999,2
20,13998,5
2,13998,1
2,13998,1
35,13997,17
6,13997,3
34,13997,9
4,13996,2
48,13996,8
23,13995,6
87,13995,18
89,13992,8
62,13991,11
1,13990,1
1,13990,1
79,13990,6
53,13989,11
2,13989,1
36,13986,1
6,13985,1
17,13985,5
61,13985,4
5,13984,1
139,13983,20
66,13981,11
70,13981,16
20,13980,1
64,13979,9
9,13979,2
3,13978,1
33,13977,5
51,13976,5
69,13975,11
21,13975,10
48,13974,8
77,13972,6
96,13972,8
64,13968,14
39,13967,6
34,13967,10
53,13967,12
14,13966,1
48,13964,6
47,13962,5
5,13961,3
66,13960,14
23,13960,2
80,13959,16
29,13957,3
70,13956,17
44,13956,1
16,13956,4
110,13955,21
124,13953,9
32,13952,22
173,13951,17
58,13951,4
51,13950,11
22,13949,10
39,13948,8
42,13947,14
27,13944,4
27,13940,9
104,13939,21
39,13939,10
3,13938,1
45,13938,11
10,13936,1
35,13936,4
16,13935,6
8,13935,5
129,13934,12
38,13934,8
36,13932,2
15,13932,2
76,13932,21
10,13931,3
40,13930,4
18,13928,1
64,13927,6
15,13926,6
40,13923,6
65,13922,12
24,13919,5
12,13919,4
88,13919,22
26,13918,5
67,13918,19
71,13917,6
64,13916,7
69,13914,4
64,13911,7
103,13911,3
36,13911,4
80,13911,20
81,13911,3
45,13910,13
3,13909,2
8,13909,4
31,13908,8
123,13907,25
67,13907,5
23,13905,6
132,13899,13
14,13896,1
73,13895,15
24,13894,4
33,13893,17
8,13892,2
14,13892,4
10,13891,2
126,13890,12
35,13886,9
54,13886,3
79,13886,8
55,13886,5
101,13885,5
33,13885,5
27,13883,2
42,13877,12
13,13877,1
55,13875,7
33,13874,5
60,13871,6
27,13870,4
73,13870,10
2,13869,1
10,13867,1
42,13863,3
11,13860,5
12,13858,1
10,13857,1
63,13856,7
85,13852,12
96,13851,11
52,13851,7
322,13849,9
96,13848,2
12,13848,4
95,13847,15
86,13846,7
74,13845,9
99,13845,25
79,13844,4
6,13844,1
18,13842,7
51,13841,3
46,13840,6
13,13839,2
42,13839,9
6,13837,1
36,13837,2
69,13836,13
25,13831,6
23,13830,3
55,13830,6
35,13827,3
45,13827,6
37,13827,2
127,13824,20
47,13821,15
30,13820,4
16,13820,4
25,13819,7
76,13818,16
44,13818,3
89,13818,12
24,13816,3
6,13814,2
55,13814,9
9,13813,1
63,13812,9
145,13809,17
4,13807,1
6,13807,3
28,13807,6
42,13806,6
34,13804,3
38,13803,4
23,13802,5
95,13801,7
19,13801,1
53,13801,4
51,13799,3
2,13798,2
98,13797,14
98,13796,11
5,13795,4
52,13793,14
29,13793,6
64,13792,7
31,13791,7
54,13788,5
23,13786,5
25,13785,3
16,13784,6
16,13784,2
50,13783,1
67,13783,12
34,13783,3
25,13782,4
52,13781,11
40,13781,11
114,13780,20
110,13780,12
45,13779,7
26,13777,3
51,13775,7
79,13773,4
17,13771,2
31,13768,3
74,13765,3
78,13764,10
77,13759,3
3,13758,1
36,13756,7
44,13756,7
24,13756,8
10,13756,5
10,13754,2
81,13752,15
58,13750,13
3,13748,1
35,13748,6
92,13747,15
20,13746,2
73,13746,12
18,13745,2
35,13742,10
42,13742,12
19,13740,4
20,13740,3
179,13740,16
53,13740,8
66,13738,5
42,13737,3
23,13735,7
36,13735,12
13,13734,2
17,13734,3
7,13733,3
16,13733,2
64,13730,25
14,13730,2
70,13729,6
34,13728,6
27,13728,7
42,13724,4
109,13723,8
8,13720,1
59,13719,1
4,13717,1
3,13717,2
21,13714,6
7,13713,1
25,13711,2
99,13709,4
11,13707,2
11,13699,1
34,13698,10
76,13695,9
13,13694,4
62,13693,12
85,13692,24
52,13692,7
29,13691,3
2,13689,2
25,13689,2
3,13688,1
4,13687,2
14,13686,1
26,13684,3
80,13683,7
8,13683,2
38,13682,11
82,13680,7
38,13677,15
108,13676,13
76,13676,8
151,13675,14
89,13675,13
82,13675,8
61,13672,6
72,13672,6
22,13670,2
23,13670,7
137,13669,13
48,13666,4
10,13661,3
10,13659,3
4,13659,3
10,13659,4
14,13657,2
128,13657,8
18,13656,4
23,13654,5
6,13654,2
42,13651,3
76,13651,5
47,13650,3
17,13650,1
240,13649,1
8,13646,1
59,13646,11
26,13646,10
75,13643,11
129,13642,26
87,13642,10
16,13641,5
42,13640,1
2,13639,1
157,13639,11
47,13638,2
35,13636,1
48,13635,6
113,13634,18
28,13628,7
105,13627,19
15,13625,1
35,13625,6
21,13624,7
87,13622,11
35,13619,2
105,13618,4
70,13618,9
61,13617,17
14,13616,4
57,13616,8
6,13616,1
49,13615,2
21,13612,4
15,13611,2
41,13607,1
113,13607,3
50,13606,3
12,13605,4
90,13602,11
102,13602,2
67,13600,9
8,13599,2
123,13597,13
143,13596,21
49,13595,8
6,13594,1
85,13594,7
59,13593,2
23,13592,3
43,13590,6
27,13589,5
33,13588,2
90,13587,1
130,13587,8
8,13586,2
44,13585,6
65,13585,8
27,13584,5
55,13583,6
51,13582,9
73,13581,14
30,13580,9
3,13580,2
57,13577,2
4,13576,1
102,13576,9
48,13573,6
15,13573,3
81,13570,3
70,13570,8
76,13570,13
48,13569,3
49,13567,3
72,13567,17
54,13567,9
59,13567,10
43,13565,14
74,13565,14
272,13564,23
4,13564,3
95,13563,22
64,13560,10
94,13560,8
37,13559,10
108,13557,10
414,13556,7
81,13554,14
41,13553,6
109,13552,2
36,13551,16
50,13550,6
26,13546,5
55,13541,6
8,13539,6
83,13537,3
63,13537,2
30,13536,10
193,13536,35
11,13535,3
117,13534,21
50,13528,4
69,13527,10
29,13526,5
32,13525,7
86,13525,11
46,13524,7
52,13522,11
19,13521,6
32,13517,11
18,13512,4
37,13512,6
137,13512,14
55,13510,4
89,13510,12
57,13510,8
19,13509,6
18,13508,4
26,13504,6
17,13503,1
46,13502,5
11,13502,3
153,13500,26
76,13500,6
45,13499,11
22,13499,3
47,13499,5
30,13497,6
22,13497,3
12,13496,1
10,13496,6
3,13496,2
65,13496,13
25,13493,3
24,13493,3
49,13486,4
6,13485,2
102,13476,11
39,13475,9
75,13475,25
60,13474,10
69,13474,4
8,13473,3
35,13470,5
5,13466,1
130,13466,6
58,13465,12
96,13465,2
54,13463,10
61,13463,6
51,13460,10
21,13460,9
27,13457,2
18,13457,1
73,13457,6
113,13456,8
36,13454,4
42,13453,6
30,13453,6
27,13449,2
32,13448,4
47,13447,12
14,13446,4
46,13446,6
61,13445,5
157,13444,16
91,13443,22
100,13440,4
52,13439,12
43,13438,7
25,13436,4
43,13436,4
78,13436,13
51,13433,2
40,13431,5
20,13431,4
47,13431,5
107,13430,20
87,13429,5
86,13428,3
29,13427,2
71,13427,8
53,13427,7
14,13426,1
45,13425,2
62,13424,6
8,13423,4
124,13421,19
49,13418,7
24,13416,2
56,13415,8
26,13413,3
39,13413,5
85,13412,14
49,13411,15
81,13411,12
36,13410,4
77,13410,14
36,13409,1
23,13409,2
17,13406,1
17,13404,2
16,13401,2
29,13400,5
112,13399,24
3,13398,1
68,13398,7
47,13397,6
84,13396,9
45,13395,9
24,13394,6
6,13394,3
7,13394,2
69,13391,2
1,13390,1
71,13389,13
31,13387,6
109,13385,9
36,13384,9
46,13384,10
65,13382,15
65,13382,11
86,13381,9
37,13380,4
77,13379,22
101,13378,3
11,13375,2
113,13371,10
17,13371,1
131,13368,14
53,13368,5
35,13365,5
16,13365,2
127,13363,10
113,13362,4
13,13361,4
17,13361,7
19,13360,7
33,13359,7
61,13359,4
76,13355,11
40,13354,6
25,13353,4
43,13350,15
61,13349,11
13,13349,1
14,13341,3
131,13338,22
100,13336,10
53,13334,5
28,13333,5
99,13332,25
19,13332,7
48,13329,4
44,13328,7
90,13328,5
24,13327,3
9,13327,1
14,13327,3
160,13326,4
76,13324,1
33,13322,2
15,13321,3
30,13319,3
80,13318,17
47,13318,8
111,13317,2
26,13316,5
27,13315,3
39,13313,6
9,13313,3
45,13310,10
30,13310,3
24,13310,3
27,13309,5
106,13308,19
11,13307,4
111,13305,17
103,13304,16
19,13304,1
19,13304,5
56,13303,5
30,13302,1
38,13302,10
107,13301,22
59,13299,12
69,13298,15
4,13297,2
48,13296,8
5,13295,2
5,13295,3
25,13294,9
52,13293,5
19,13292,2
47,13292,4
37,13292,4
38,13291,8
69,13289,10
2,13289,1
3,13288,2
64,13287,15
51,13287,8
6,13287,2
89,13285,12
33,13284,7
39,13281,6
15,13278,4
37,13277,6
64,13275,7
112,13274,5
108,13273,15
68,13273,7
16,13273,4
65,13270,10
6,13270,2
111,13269,1
22,13266,6
17,13265,8
77,13265,7
35,13265,3
7,13264,3
74,13263,10
34,13262,6
31,13256,4
28,13256,6
415,13254,4
151,13251,9
61,13251,17
44,13250,8
39,13249,8
40,13248,5
17,13244,5
101,13241,20
24,13240,5
49,13239,7
26,13239,8
2,13237,1
38,13237,4
11,13237,1
12,13234,2
46,13233,3
14,13233,5
58,13232,6
41,13230,4
87,13230,27
28,13228,3
35,13228,3
94,13227,4
64,13226,11
47,13224,12
4,13223,1
150,13222,5
30,13221,8
32,13219,8
58,13219,7
38,13218,11
14,13218,4
80,13216,9
49,13216,7
18,13213,3
147,13211,4
11,13209,1
51,13207,8
19,13205,2
41,13204,5
57,13204,3
88,13198,3
2,13198,1
27,13194,3
81,13194,22
14,13194,3
17,13194,2
3,13193,1
101,13193,16
65,13192,4
80,13189,4
38,13188,15
40,13188,8
38,13185,5
51,13185,2
33,13184,8
85,13184,10
103,13183,7
54,13182,3
71,13181,7
73,13181,26
22,13180,3
43,13177,8
24,13176,1
32,13176,5
89,13175,5
7,13174,2
9,13173,6
19,13172,3
95,13172,5
69,13172,7
20,13172,2
6,13171,2
163,13171,12
104,13170,6
84,13170,7
13,13168,6
43,13167,1
46,13165,6
70,13164,17
30,13162,9
27,13161,3
7,13159,5
41,13158,4
5,13157,1
58,13157,10
36,13157,3
74,13155,10
8,13155,1
42,13152,7
7,13149,2
25,13146,5
145,13145,1
65,13145,7
258,13144,14
62,13142,4
185,13141,39
39,13141,7
58,13140,7
27,13139,3
38,13139,4
23,13139,6
91,13137,13
59,13136,1
73,13136,3
21,13135,2
54,13134,13
110,13133,17
49,13132,6
52,13132,5
38,13131,5
43,13130,5
60,13130,13
35,13126,3
51,13124,13
91,13124,7
21,13123,1
52,13122,9
28,13118,4
61,13113,5
45,13111,8
44,13111,10
34,13110,6
65,13110,7
18,13106,1
59,13104,14
49,13104,16
47,13104,4
184,13103,12
64,13103,13
96,13102,2
29,13102,2
19,13102,7
59,13101,14
65,13101,8
18,13099,3
33,13097,2
9,13093,3
12,13092,5
65,13092,14
60,13092,8
18,13091,4
51,13091,9
91,13091,5
24,13089,2
33,13088,10
3,13088,1
3,13088,1
5,13085,2
48,13085,8
141,13084,21
74,13084,6
4,13082,2
44,13079,5
25,13077,10
52,13076,7
62,13075,20
25,13073,5
32,13072,3
50,13072,5
83,13071,7
18,13070,5
61,13070,3
19,13069,5
23,13068,6
9,13068,3
8,13068,1
29,13067,2
40,13066,15
58,13065,4
8,13060,1
40,13058,6
33,13057,9
29,13055,6
5,13055,3
31,13047,5
3,13047,2
31,13041,6
35,13039,8
48,13039,9
58,13038,7
89,13036,17
11,13036,2
173,13034,14
10,13033,5
26,13031,7
60,13030,7
67,13030,16
82,13029,6
66,13028,13
113,13025,8
57,13023,1
37,13023,1
18,13022,4
56,13020,9
74,13018,7
40,13018,3
4,13017,3
11,13017,2
49,13016,8
71,13016,4
62,13014,12
75,13013,11
54,13013,17
100,13011,9
96,13010,13
39,13010,8
16,13009,3
137,13008,11
176,13007,8
64,13007,8
17,13006,9
12,13005,2
19,13003,3
54,13000,10
12,12997,1
12,12995,1
49,12994,11
7,12994,2
92,12993,9
13,12991,2
1,12990,1
239,12990,12
1,12990,1
1,12990,1
1,12990,1
1,12990,1
1,12990,1
1,12990,1
51,12988,5
68,12987,14
25,12987,3
149,12986,23
7,12984,1
58,12984,8
18,12982,2
16,12981,4
20,12980,1
22,12979,5
14,12978,2
34,12977,4
26,12977,2
14,12976,2
22,12976,4
83,12974,13
17,12974,3
36,12974,5
41,12973,5
4,12971,4
60,12970,2
7,12969,2
76,12968,13
66,12968,18
29,12967,6
54,12966,12
66,12965,2
47,12963,2
44,12961,5
25,12961,5
40,12959,4
26,12958,4
18,12958,3
121,12958,8
32,12957,5
16,12956,5
124,12955,17
107,12951,20
22,12951,1
2,12950,1
168,12950,7
3,12949,2
15,12949,2
41,12947,17
18,12946,1
15,12946,5
15,12945,2
62,12944,7
62,12943,4
62,12941,9
14,12938,7
85,12938,9
30,12937,4
33,12936,4
49,12935,4
49,12935,10
56,12934,5
36,12933,8
12,12933,4
35,12933,2
21,12933,3
129,12922,8
122,12921,5
56,12919,8
68,12918,17
24,12917,5
71,12917,15
36,12917,5
51,12916,2
121,12916,9
17,12915,3
125,12915,16
103,12913,12
44,12911,8
107,12910,5
49,12909,7
166,12909,6
87,12906,4
17,12906,2
233,12906,25
53,12906,8
48,12902,4
71,12901,5
40,12901,7
42,12900,10
29,12897,3
33,12897,9
67,12896,5
26,12894,6
23,12892,6
99,12892,12
10,12890,1
40,12890,3
14,12890,8
2,12889,1
83,12886,25
22,12886,5
14,12886,1
7,12885,3
19,12883,5
29,12882,8
25,12882,3
60,12881,8
25,12881,10
45,12879,16
41,12878,10
11,12877,2
74,12876,17
21,12874,5
38,12873,7
26,12871,7
30,12870,5
20,12869,6
59,12865,11
41,12863,5
33,12858,4
41,12857,4
65,12855,8
85,12855,2
35,12854,3
6,12854,1
21,12853,3
61,12852,14
141,12851,39
15,12848,3
32,12847,6
51,12847,3
103,12847,21
4,12847,1
43,12844,6
42,12842,5
21,12839,1
31,12839,3
37,12838,7
33,12838,10
79,12837,17
114,12836,3
45,12834,6
74,12834,20
13,12833,4
31,12833,1
7,12831,3
20,12829,4
100,12828,23
78,12825,11
24,12822,3
35,12822,2
82,12821,14
29,12817,5
88,12813,5
14,12812,2
19,12811,2
94,12810,6
62,12810,9
103,12808,15
129,12806,10
48,12806,11
54,12804,6
37,12801,9
3,12797,1
3,12797,2
53,12797,7
28,12797,4
4,12796,1
67,12795,14
6,12794,2
42,12793,11
72,12792,3
22,12792,9
38,12790,6
24,12790,6
60,12790,3
54,12789,9
154,12788,23
74,12786,5
48,12786,2
6,12785,1
154,12783,6
67,12783,16
59,12782,6
16,12782,5
23,12781,7
18,12778,3
19,12777,5
55,12774,16
26,12773,1
22,12771,2
13,12769,3
21,12769,5
45,12768,5
86,12767,17
36,12766,3
9,12764,3
107,12763,5
53,12763,7
47,12763,2
36,12761,9
34,12759,5
90,12759,9
8,12758,2
40,12756,3
23,12753,1
35,12752,6
65,12752,11
48,12748,7
13,12747,4
61,12746,2
27,12746,7
16,12744,3
27,12743,5
26,12741,4
236,12733,11
26,12732,5
40,12731,1
113,12730,16
3,12728,1
39,12728,11
45,12728,9
92,12726,15
10,12724,5
17,12719,2
44,12714,7
80,12713,18
48,12710,9
116,12706,9
158,12706,8
71,12698,4
53,12696,11
4,12696,3
37,12693,4
13,12693,4
15,12693,1
9,12691,6
86,12690,16
53,12690,7
28,12690,6
2,12689,2
2,12689,1
50,12689,20
80,12687,22
49,12686,8
9,12681,4
16,12680,3
32,12679,7
27,12679,12
61,12678,17
9,12676,3
129,12674,9
29,12671,4
62,12670,19
170,12669,15
15,12669,8
45,12668,1
41,12667,11
16,12667,1
54,12661,5
148,12660,13
32,12659,9
106,12659,9
18,12659,3
85,12657,14
29,12656,5
46,12655,4
32,12653,8
110,12653,18
28,12650,2
55,12650,9
62,12649,9
18,12648,5
157,12647,14
96,12647,10
4,12646,1
6,12645,3
44,12645,2
40,12643,2
19,12642,4
66,12641,5
95,12640,8
17,12639,7
71,12637,12
57,12637,8
49,12635,5
50,12632,5
22,12632,6
37,12631,11
16,12631,6
38,12630,5
12,12629,1
24,12627,1
45,12626,2
30,12624,7
46,12622,8
11,12621,4
26,12620,6
125,12615,16
221,12615,15
8,12615,1
39,12614,3
27,12610,6
106,12610,3
8,12610,2
12,12609,4
60,12607,14
35,12606,1
24,12605,3
6,12604,3
20,12604,1
35,12604,2
3,12604,2
31,12603,9
134,12603,12
27,12601,4
38,12600,8
20,12597,2
3,12597,1
44,12597,9
69,12594,16
226,12594,10
67,12591,6
15,12591,2
26,12589,7
18,12588,6
98,12586,16
15,12583,1
54,12581,5
106,12579,25
3,12577,3
47,12577,8
112,12575,9
10,12572,1
69,12571,11
79,12570,12
100,12569,21
5,12569,3
85,12569,15
16,12568,5
31,12567,6
53,12566,10
10,12566,4
41,12565,2
15,12565,3
76,12564,11
61,12562,6
77,12559,3
268,12558,18
26,12556,4
32,12555,2
24,12554,7
10,12552,2
94,12551,14
12,12550,7
41,12550,5
21,12547,2
5,12546,2
59,12545,8
85,12543,17
33,12542,6
46,12542,3
46,12541,7
32,12540,6
255,12540,5
40,12539,6
33,12539,3
62,12537,5
57,12537,11
93,12537,10
12,12536,4
138,12535,7
58,12534,13
54,12534,6
68,12532,9
91,12531,4
30,12529,3
25,12527,5
13,12527,4
25,12523,6
182,12518,4
27,12517,2
4,12517,2
111,12516,18
52,12513,1
114,12513,16
72,12511,5
39,12510,6
6,12510,4
21,12509,2
57,12508,14
122,12507,16
71,12507,11
75,12507,6
29,12506,5
14,12503,3
12,12502,3
46,12502,11
9,12501,4
34,12500,4
24,12500,5
74,12500,5
3,12497,2
18,12496,3
65,12495,7
5,12495,1
16,12494,3
9,12493,2
27,12493,6
76,12491,11
10,12490,1
1,12490,1
2,12489,1
27,12487,2
33,12483,7
67,12483,11
5,12483,1
62,12481,12
123,12481,13
14,12481,2
31,12480,4
149,12478,13
52,12478,5
14,12478,2
30,12477,4
131,12477,23
31,12475,3
14,12474,2
68,12474,6
9,12473,1
26,12473,1
73,12472,11
9,12472,2
1,12472,1
27,12471,8
42,12471,6
83,12470,12
128,12470,7
72,12467,7
34,12466,8
29,12466,2
5,12465,2
78,12464,8
47,12463,7
23,12461,8
30,12460,6
59,12459,8
11,12459,3
126,12459,14
64,12458,3
9,12458,3
5,12457,1
58,12457,7
67,12455,10
62,12455,4
39,12454,6
32,12454,5
12,12454,1
33,12451,8
12,12450,5
10,12450,2
8,12449,3
34,12446,3
29,12446,9
157,12446,13
6,12445,2
9,12445,3
62,12444,9
49,12439,10
25,12439,4
68,12438,5
125,12438,8
58,12436,2
41,12432,10
43,12430,4
58,12429,8
49,12429,3
11,12429,2
40,12428,2
101,12427,7
96,12426,2
141,12425,14
12,12425,2
17,12424,2
12,12424,1
86,12422,13
50,12418,5
20,12416,3
6,12414,2
9,12414,2
36,12413,4
56,12413,6
53,12410,9
102,12410,23
27,12409,2
30,12408,6
6,12407,2
95,12406,13
38,12406,6
21,12405,7
16,12405,3
57,12404,5
89,12399,16
3,12397,2
4,12397,2
53,12395,8
221,12395,9
6,12394,1
22,12394,3
35,12393,4
25,12393,3
56,12392,3
5,12391,1
10,12390,7
2,12389,1
50,12388,4
30,12387,5
48,12387,11
65,12385,12
39,12385,5
8,12385,2
247,12378,34
23,12378,5
30,12378,5
23,12377,5
6,12377,2
4,12376,1
133,12376,26
109,12376,14
49,12375,4
175,12374,19
237,12373,12
10,12373,2
46,12372,1
32,12372,7
42,12372,5
37,12371,6
45,12371,4
42,12369,7
163,12369,16
24,12366,2
91,12365,16
6,12365,1
15,12365,4
90,12362,3
54,12362,9
63,12361,8
19,12358,4
13,12357,3
3,12357,1
46,12356,6
41,12354,2
19,12349,4
23,12348,7
27,12348,1
23,12347,2
85,12345,21
76,12345,6
92,12344,8
58,12343,8
14,12343,1
53,12342,6
67,12342,7
28,12341,2
50,12338,4
49,12337,11
28,12336,8
23,12335,4
45,12334,3
47,12331,9
91,12330,9
63,12330,6
20,12329,2
14,12328,1
115,12326,7
70,12326,5
81,12322,7
14,12320,8
19,12320,5
20,12319,2
64,12319,12
12,12318,5
120,12318,24
9,12318,1
181,12317,4
26,12316,4
24,12315,8
49,12314,22
21,12313,2
23,12308,5
22,12308,5
34,12306,4
45,12306,10
16,12304,2
27,12303,7
64,12302,9
26,12300,2
2,12298,2
60,12297,15
40,12297,8
55,12296,8
48,12295,7
24,12294,7
6,12294,2
108,12294,18
7,12293,1
90,12292,11
20,12290,1
2,12289,2
2,12289,1
10,12288,3
88,12288,7
9,12288,5
30,12286,6
71,12285,13
76,12283,7
31,12279,6
35,12279,7
59,12278,14
12,12278,5
80,12278,6
83,12277,10
49,12276,3
